,Host,Dokumente,Land,Date
1639,Leodis - a photographic archive of Leeds (Host: Leeds Library and Information Service),57550,uk,2008-04-04
1640,Keio Univ.: KOARA - KeiO Academic Resource Archiv / 慶應義塾大学学術情報アーカイブ,35875,jp,2008-04-04
1641,Educational Repository at the University of Patras / Εκπαιδευτικό Απόθεμα στο Πανεπιστήμιο Πατρών,38,gr,2008-04-04
1642,Univ. of Birmingham: eTheses Repository,2174,uk,2008-04-02
1643,Univ. of Birmingham: ePapers Repository,894,uk,2008-04-02
1644,Univ. de Toulouse: OATAO (Open Archive Toulouse Archive Ouverte),4371,fr,2008-04-02
1645,Mathematics in Industry Information Service Eprints Archive (Host: Oxford Centre for Industrial and Applied Mathematics),529,uk,2008-04-02
1646,Eesti Rahvusraamatukogu / National Library of Estonia: DIGAR - Digitaalne Archiiv,80504,ee,2008-04-02
1647,Discurso Jurídico (E-Journal),83,br,2008-04-02
1648,Univ. Koblenz-Landau: OPUS,639,de,2008-04-01
1649,Movimento e Percepção (E-Journal),225,br,2008-04-01
1650,Kujawsko-Pomorska Biblioteka Cyfrowa / Kujawsko-Pomorska Digitale Bibliothek (Uniw. Mikołaja Kopernika Toruń),61119,pl,2008-04-01
1651,Informação & Sociedade: Estudos (E-Journal),4249,br,2008-04-01
1652,ETD - Educação Temática Digital (E-Journal),346,br,2008-04-01
1653,Engenharia Ambiental: Pesquisa e Tecnologia (E-Journal),266,br,2008-04-01
1654,Biblioteka Cyfrowa Politechniki Łódzkiej / Digitale Bibliothek der Technischen Hochschule Lodz,2868,pl,2008-04-01
1655,Śląska Biblioteka Cyfrowa / Schlesische Digitale Bibliothek,39602,pl,2008-03-31
1656,Wojewódzka Biblioteka Publiczna w Krakowie: Małopolska Biblioteka Cyfrowa (MBC) / Małopolska Digital Library,67572,pl,2008-03-31
1657,Powiatowa i Miejska Biblioteka Publicza w Wejherowie: Wejherowska Biblioteka Cyfrowa / Wejherowo Digital Library,7068,pl,2008-03-31
1658,Podlaska Biblioteka Cyfrowa / Podlaska Digital Library (Miejska Siec Komputerowa BIAMAN),16064,pl,2008-03-31
1659,Grodzka Biblioteka Publiczna Jelenia Gora: Jeleniogórska Biblioteka Cyfrowa / Digital Library of Jelenia Góra,7833,pl,2008-03-31
1660,Biblioteka Narodowa Polona: Cyfrowa Biblioteka Narodowa Polona / National Digital Library (CBN Polona),38858,pl,2008-03-31
1661,Washington Research Library Consortium (WRLC): ALADIN Research Commons,8359,us,2008-03-26
1662,University of Patras: Nemertes / Πανεπιστήμιο Πατρών: Νημερτής,5004,gr,2008-03-26
1663,Univ. of Worcester: Worcester Research and Publications,1313,uk,2008-03-26
1664,Institut d'Etudes Politiques de Lyon: WebDoc IEP de Sciences Po Lyon,803,fr,2008-03-26
1665,Goldsmiths Univ. of London: Goldsmiths Research Online,4549,uk,2008-03-26
1666,Durham University: Durham Research Online,8699,uk,2008-03-26
1667,Corvinus University of Budapest: Archive of the Institute of Business Economics / Vállalatgazdaságtan Intézet Archivuma kezdő oldalára,330,hu,2008-03-26
1668,Cornell Univ. Library: Project Euclid,114157,us,2008-03-26
1669,Central Connecticut State Univ. Digital Archive,556,us,2008-03-26
1670,e-biblioteka Uniwersytetu Warszawskiego / Univ. of Warsaw Digital Library,33958,pl,2008-03-25
1671,Doshisha Univ. Academic Repository / 同志社大学学術リポジトリ,13595,jp,2008-03-25
1672,Wielkopolska Biblioteka Cyfrowa / Großpolnische Digitale Bibliothek,137651,pl,2008-03-20
1673,Uniwersytet Zielonogórski: Zielonogórska Biblioteka Cyfrowa / Digital Library of Zielona Góra,7720,pl,2008-03-20
1674,Politechnika Krakowska: Biblioteka Cyfrowa / Cracow Univ. of Technology: Digital Library,2693,pl,2008-03-20
1675,Federacja Bibliotek Kościelnych (FIDES): Księgozbiór Wirtualny Federacji FIDES / FIDES Digital Library,1275,pl,2008-03-20
1676,Biblioteka Cyfrowa Uniwersytetu Wrocławskiego / Digitale Bibliothek der Universität Wrocław,26469,pl,2008-03-20
1677,Akademia Pedagogiczna im. Komisji Edukacji Narodowej: Pedagogiczna Biblioteka Cyfrowa / Pedagogical Digital Library,2701,pl,2008-03-20
1678,Univ. Wien: Hochschulschriften-Service,10632,at,2008-03-19
